,Land_class,x,y,ID,pres,sex,age,status,country,year,season,region
6653,Arable (non-irrigated),3122792.625,2009237.846,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6654,Complex cultivation patterns,3122083.571,2008525.748,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6655,Complex cultivation patterns,3122035.789,2008619.423,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6656,Arable (non-irrigated),3123801.856,2008677.689,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6657,Arable (non-irrigated),3123203.175,2011251.712,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6658,Arable (non-irrigated),3124168.848,2011007.024,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6659,Arable (non-irrigated),3124315.954,2012331.777,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6660,Arable (non-irrigated),3125641.094,2014554.712,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6661,Arable (non-irrigated),3127374.352,2013869.903,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6662,Arable (non-irrigated),3131393.953,2012555.153,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6663,Arable (non-irrigated),3132873.379,2011333.53,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6664,Arable (non-irrigated),3133364.935,2010965.819,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6665,Arable (non-irrigated),3131373.583,2011440.533,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6666,Agriculture/natural vegetation,3128796.913,2009624.996,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6667,Arable (non-irrigated),3124432.55,2009093.551,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6668,Arable (non-irrigated),3123980.222,2008739.937,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6669,Complex cultivation patterns,3121804.553,2009148.251,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6670,Complex cultivation patterns,3123161.919,2010176.041,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6671,Arable (non-irrigated),3123929.803,2009280.167,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6672,Arable (non-irrigated),3124100.261,2008879.78,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6673,Arable (non-irrigated),3123132.17,2009082.747,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6674,Arable (non-irrigated),3122176.827,2011030.943,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6675,Arable (non-irrigated),3121315.792,2010342.874,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6676,Arable (non-irrigated),3121563.741,2009910.558,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6677,Agriculture/natural vegetation,3121208.588,2011003.504,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6678,Agriculture/natural vegetation,3121012.385,2009955.746,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6679,Agriculture/natural vegetation,3121209.953,2009707.423,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6680,Agriculture/natural vegetation,3121125.257,2010232.712,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6681,Orchards and vineyards,3121010.267,2010678.2,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6682,Orchards and vineyards,3120764.488,2010174.901,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6683,Complex cultivation patterns,3121452.426,2009129.16,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6684,Complex cultivation patterns,3122050.513,2008676.814,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6685,Complex cultivation patterns,3121911.878,2009076.003,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6686,Complex cultivation patterns,3122124.388,2008363.765,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6687,Arable (non-irrigated),3123906.451,2007280.248,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6688,Arable (non-irrigated),3123909.632,2007296.409,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6689,Arable (non-irrigated),3123925.007,2007418.998,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6690,Orchards and vineyards,3123811.465,2007051.462,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6691,Arable (non-irrigated),3124094.477,2007083.277,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6692,Arable (non-irrigated),3123687.021,2007492.165,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6693,Arable (non-irrigated),3123615.234,2006975.385,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6694,Arable (non-irrigated),3123783.997,2007350.572,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6695,Arable (non-irrigated),3123766.394,2006778.901,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6696,Complex cultivation patterns,3122298.66,2008009.444,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6697,Complex cultivation patterns,3121956.164,2008560.52,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6698,Complex cultivation patterns,3121907.815,2008527.091,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6699,Complex cultivation patterns,3122492.893,2008400.87,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6700,Arable (non-irrigated),3123812.985,2007127.669,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6701,Arable (non-irrigated),3124109.067,2006166.071,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6702,Arable (non-irrigated),3124203.106,2007468.069,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6703,Arable (non-irrigated),3124220.666,2007461.756,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6704,Orchards and vineyards,3123918.791,2006903.628,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6705,Arable (non-irrigated),3124461.295,2006884.902,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6706,Arable (non-irrigated),3124606.165,2007057.039,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6707,Orchards and vineyards,3124005.042,2006917.045,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6708,Arable (non-irrigated),3124364.106,2007119.771,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6709,Arable (non-irrigated),3123848.832,2007361.572,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6710,Complex cultivation patterns,3122375.731,2008576.812,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6711,Arable (non-irrigated),3124017.32,2007526.244,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6712,Arable (non-irrigated),3124697.657,2006454.547,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6713,Arable (non-irrigated),3125136.667,2005589.917,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6714,Arable (non-irrigated),3125095.998,2005888.475,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6715,Arable (non-irrigated),3124571.03,2006435.394,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6716,Arable (non-irrigated),3124673.069,2006466.907,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6717,Arable (non-irrigated),3123715.316,2006879.62,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6718,Complex cultivation patterns,3122415.149,2008506.635,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6719,Orchards and vineyards,3122715.832,2009410.045,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6720,Orchards and vineyards,3123124.207,2009321.904,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6721,Arable (non-irrigated),3122930.289,2009919.291,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6722,Arable (non-irrigated),3122550.564,2010325.671,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6723,Arable (non-irrigated),3122128.693,2010023.591,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6724,Complex cultivation patterns,3121095.222,2009066.349,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6725,Complex cultivation patterns,3121486.515,2009153.672,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6726,Orchards and vineyards,3121213.261,2010385.867,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6727,Arable (non-irrigated),3122111.1,2010618.716,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6728,Arable (non-irrigated),3123091.62,2010864.886,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6729,Arable (non-irrigated),3123525.055,2011459.654,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6730,Orchards and vineyards,3123539.391,2009909.373,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6731,Complex cultivation patterns,3122447.182,2008335.568,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6732,Complex cultivation patterns,3122465.58,2008178.245,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6733,Arable (non-irrigated),3124191.026,2007428.659,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6734,Arable (non-irrigated),3124311.304,2007289.136,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6735,Arable (non-irrigated),3123672.915,2006799.077,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6736,Arable (non-irrigated),3123672.594,2007310.954,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6737,Arable (non-irrigated),3124123.283,2007809.261,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6738,Arable (non-irrigated),3124068.894,2008725.391,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6739,Arable (non-irrigated),3124044.871,2008749.682,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6740,Arable (non-irrigated),3123994.876,2008587.627,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6741,Orchards and vineyards,3123313.386,2009114.356,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6742,Arable (non-irrigated),3123467.716,2007863.935,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6743,Arable (non-irrigated),3123518.148,2007359.804,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6744,Complex cultivation patterns,3122414.297,2008221.434,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6745,Complex cultivation patterns,3122419.481,2008463.702,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6746,Orchards and vineyards,3122865.181,2009060.432,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
6747,Complex cultivation patterns,3122214.79,2008764.451,Toledo.01.200452,1,female,adult,migrant,spain,2,winter,ss
